Year,Season,Type,blueTeamTag,bResult,rResult,redTeamTag,gamelength,blueTop,blueJungle,blueMiddle,blueADC,blueSupport,redTop,redJungle,redMiddle,redADC,redSupport
2017,Spring,Season,TL,1,0,NV,39,Lourlo,Reignover,Piglet,Doublelift,Matt,Seraph,LirA,Ninja,Apollo,Hakuho
2017,Spring,Season,NV,1,0,TL,27,Seraph,LirA,Ninja,Apollo,Hakuho,Lourlo,Reignover,Piglet,Doublelift,Matt
2017,Spring,Season,TL,1,0,NV,41,Lourlo,Reignover,Piglet,Doublelift,Matt,Seraph,LirA,Ninja,Apollo,Hakuho
2017,Spring,Season,DIG,1,0,TL,28,Ssumday,Chaser,Keane,LOD,Xpecial,Lourlo,Reignover,Piglet,Doublelift,Adrian
2017,Spring,Season,TL,0,1,DIG,34,Lourlo,Reignover,Piglet,Doublelift,Adrian,Ssumday,Chaser,Keane,LOD,Xpecial
2017,Spring,Season,FOX,0,1,CLG,43,Looper,Akaadian,Froggen,Keith,Gate,Darshan,Xmithie,Huhi,Stixxay,aphromoo
2017,Spring,Season,CLG,1,0,FOX,39,Darshan,Xmithie,Huhi,Stixxay,aphromoo,Looper,Akaadian,Froggen,Keith,Gate
2017,Spring,Season,C9,0,1,IMT,34,Impact,Contractz,Jensen,Sneaky,Smoothie,Flame,Dardoch,Pobelter,Cody Sun,Olleh
2017,Spring,Season,IMT,0,1,C9,34,Flame,Dardoch,Pobelter,Cody Sun,Olleh,Impact,Contractz,Jensen,Sneaky,Smoothie
2017,Spring,Season,C9,0,1,IMT,26,Impact,Contractz,Jensen,Sneaky,Smoothie,Flame,Dardoch,Pobelter,Cody Sun,Olleh
2017,Spring,Season,NV,0,1,DIG,39,Seraph,LirA,Ninja,Apollo,Hakuho,Ssumday,Chaser,Keane,LOD,Xpecial
2017,Spring,Season,DIG,0,1,NV,44,Ssumday,Chaser,Keane,LOD,Xpecial,Seraph,LirA,Ninja,Apollo,Hakuho
2017,Spring,Season,NV,0,1,DIG,47,Seraph,LirA,Ninja,Apollo,Hakuho,Ssumday,Chaser,Keane,LOD,Xpecial
2017,Spring,Season,TSM,0,1,FLY,27,Hauntzer,Svenskeren,Bjergsen,WildTurtle,Biofrost,Balls,Moon,Hai,Altec,LemonNation
2017,Spring,Season,FLY,0,1,TSM,38,Balls,Moon,Hai,Altec,LemonNation,Hauntzer,Svenskeren,Bjergsen,WildTurtle,Biofrost
2017,Spring,Season,TSM,1,0,FLY,26,Hauntzer,Svenskeren,Bjergsen,WildTurtle,Biofrost,Balls,Moon,Hai,Altec,LemonNation
2017,Spring,Season,TL,0,1,P1,35,Lourlo,Reignover,Piglet,Doublelift,Adrian,zig,Meteos,Ryu,Arrow,Stunt
2017,Spring,Season,P1,1,0,TL,39,zig,Meteos,Ryu,Arrow,Stunt,Lourlo,Reignover,Piglet,Doublelift,Matt
2017,Spring,Season,TSM,1,0,FOX,29,Hauntzer,Svenskeren,Bjergsen,WildTurtle,Biofrost,Looper,Akaadian,Froggen,Keith,Gate
2017,Spring,Season,FOX,0,1,TSM,30,Looper,Akaadian,Froggen,Keith,Gate,Hauntzer,Svenskeren,Bjergsen,WildTurtle,Biofrost
2017,Spring,Season,P1,1,0,IMT,26,zig,Meteos,Ryu,Arrow,Stunt,Flame,Dardoch,Pobelter,Cody Sun,Olleh
2017,Spring,Season,IMT,0,1,P1,39,Flame,Dardoch,Pobelter,Cody Sun,Olleh,zig,Meteos,Ryu,Arrow,Stunt
2017,Spring,Season,CLG,1,0,FLY,33,Darshan,Xmithie,Huhi,Stixxay,aphromoo,Balls,Moon,Hai,Altec,LemonNation
2017,Spring,Season,FLY,0,1,CLG,38,Balls,Moon,Hai,Altec,LemonNation,Darshan,Xmithie,Huhi,Stixxay,aphromoo
2017,Spring,Season,NV,1,0,C9,38,Seraph,LirA,Ninja,Apollo,Hakuho,Impact,Contractz,Jensen,Sneaky,Smoothie
2017,Spring,Season,C9,1,0,NV,43,Impact,Contractz,Jensen,Sneaky,Smoothie,Seraph,LirA,Ninja,Apollo,Hakuho
2017,Spring,Season,NV,0,1,C9,55,Seraph,LirA,Ninja,Apollo,Hakuho,Impact,Contractz,Jensen,Sneaky,Smoothie
2017,Spring,Season,C9,1,0,DIG,46,Ray,Contractz,Jensen,Sneaky,Smoothie,Ssumday,Chaser,Keane,LOD,Xpecial
2017,Spring,Season,DIG,0,1,C9,41,Ssumday,Chaser,Keane,LOD,Xpecial,Impact,Contractz,Jensen,Sneaky,Smoothie
2017,Spring,Season,FLY,1,0,FOX,40,Balls,Moon,Hai,Altec,LemonNation,Looper,Akaadian,Froggen,Keith,Gate
2017,Spring,Season,FOX,0,1,FLY,29,Looper,Akaadian,Froggen,Keith,Gate,Balls,Moon,Hai,Altec,LemonNation
2017,Spring,Season,IMT,1,0,CLG,36,Flame,Dardoch,Pobelter,Cody Sun,Olleh,Darshan,Xmithie,Huhi,aphromoo,Joey
2017,Spring,Season,CLG,0,1,IMT,28,Darshan,Xmithie,Huhi,aphromoo,Joey,Flame,Dardoch,Pobelter,Cody Sun,Olleh
2017,Spring,Season,TL,1,0,TSM,30,Lourlo,Reignover,Piglet,Doublelift,Matt,Hauntzer,Svenskeren,Bjergsen,WildTurtle,Biofrost
2017,Spring,Season,TSM,1,0,TL,30,Hauntzer,Svenskeren,Bjergsen,WildTurtle,Biofrost,Lourlo,Reignover,Piglet,Doublelift,Matt
2017,Spring,Season,TL,1,0,TSM,32,Lourlo,Reignover,Piglet,Doublelift,Matt,Hauntzer,Svenskeren,Bjergsen,WildTurtle,Biofrost
2017,Spring,Season,C9,1,0,P1,36,Ray,Contractz,Jensen,Sneaky,Smoothie,zig,Meteos,Ryu,Arrow,Stunt
2017,Spring,Season,P1,0,1,C9,35,zig,Meteos,Ryu,Arrow,Shady,Impact,Contractz,Jensen,Sneaky,Smoothie
2017,Spring,Season,FOX,1,0,NV,36,Looper,Akaadian,Froggen,Keith,Gate,Seraph,LirA,Ninja,Apollo,Hakuho
2017,Spring,Season,NV,1,0,FOX,37,Seraph,LirA,Ninja,Apollo,Hakuho,Looper,Akaadian,Froggen,Keith,Gate
2017,Spring,Season,FOX,1,0,NV,43,Looper,Akaadian,Froggen,Keith,Gate,Seraph,LirA,Ninja,Apollo,Hakuho
2017,Spring,Season,TSM,1,0,P1,32,Hauntzer,Svenskeren,Bjergsen,WildTurtle,Biofrost,zig,Inori,Ryu,Arrow,Shady
2017,Spring,Season,P1,0,1,TSM,36,zig,Inori,Ryu,Arrow,Shady,Hauntzer,Svenskeren,Bjergsen,WildTurtle,Biofrost
2017,Spring,Season,DIG,1,0,IMT,65,Ssumday,Chaser,Keane,LOD,Xpecial,Flame,Dardoch,Pobelter,Cody Sun,Olleh
2017,Spring,Season,IMT,0,1,DIG,45,Flame,Dardoch,Pobelter,Cody Sun,Olleh,Ssumday,Chaser,Keane,LOD,Xpecial
2017,Spring,Season,FLY,0,1,TL,41,Balls,Moon,Hai,Altec,LemonNation,Lourlo,Reignover,Piglet,Doublelift,Matt
2017,Spring,Season,TL,0,1,FLY,35,Lourlo,Reignover,Piglet,Doublelift,Matt,Balls,Moon,Hai,Altec,LemonNation
2017,Spring,Season,FLY,1,0,TL,36,Balls,Moon,Hai,Altec,LemonNation,Lourlo,Reignover,Piglet,Doublelift,Matt
2017,Spring,Season,CLG,0,1,NV,37,Darshan,Xmithie,Huhi,Stixxay,aphromoo,Seraph,LirA,Ninja,Apollo,Hakuho
2017,Spring,Season,NV,0,1,CLG,37,Seraph,LirA,Ninja,Apollo,Hakuho,Darshan,Xmithie,Huhi,Stixxay,aphromoo
2017,Spring,Season,CLG,1,0,NV,67,Darshan,Xmithie,Huhi,Stixxay,aphromoo,Seraph,LirA,Ninja,Apollo,Hakuho
2017,Spring,Playoffs,DIG,0,1,P1,48,Ssumday,Chaser,Keane,LOD,Xpecial,zig,Inori,Ryu,Arrow,Stunt
2017,Spring,Playoffs,P1,1,0,DIG,35,zig,Inori,Ryu,Arrow,Stunt,Ssumday,Chaser,Keane,LOD,Xpecial
2017,Spring,Playoffs,DIG,0,1,P1,39,Ssumday,Chaser,Keane,LOD,Xpecial,zig,Inori,Ryu,Arrow,Stunt
2017,Spring,Playoffs,FLY,0,1,CLG,26,Balls,Moon,Hai,Altec,LemonNation,Darshan,Xmithie,Huhi,Stixxay,aphromoo
2017,Spring,Playoffs,CLG,1,0,FLY,40,Darshan,Xmithie,Huhi,Stixxay,aphromoo,Balls,Moon,Hai,Altec,LemonNation
2017,Spring,Playoffs,FLY,1,0,CLG,45,Balls,Moon,Hai,Altec,LemonNation,Darshan,Xmithie,Huhi,Stixxay,aphromoo
2017,Spring,Playoffs,FLY,1,0,CLG,36,Balls,Moon,Hai,Altec,LemonNation,Darshan,Xmithie,Huhi,Stixxay,aphromoo
2017,Spring,Playoffs,CLG,0,1,FLY,38,Darshan,Xmithie,Huhi,Stixxay,aphromoo,Balls,Moon,Hai,Altec,LemonNation
2017,Spring,Playoffs,P1,0,1,C9,35,zig,Inori,Ryu,Arrow,Shady,Impact,Contractz,Jensen,Sneaky,Smoothie
2017,Spring,Playoffs,C9,1,0,P1,34,Ray,Contractz,Jensen,Sneaky,Smoothie,zig,Inori,Ryu,Arrow,Shady
2017,Spring,Playoffs,P1,0,1,C9,26,zig,Meteos,Ryu,Arrow,Stunt,Impact,Contractz,Jensen,Sneaky,Smoothie
2017,Spring,Playoffs,FLY,0,1,TSM,34,Balls,Moon,Hai,Altec,LemonNation,Hauntzer,Svenskeren,Bjergsen,WildTurtle,Biofrost
2017,Spring,Playoffs,FLY,0,1,TSM,34,Balls,Moon,Hai,Altec,LemonNation,Hauntzer,Svenskeren,Bjergsen,WildTurtle,Biofrost
2017,Spring,Playoffs,FLY,0,1,TSM,32,Balls,Moon,Hai,Altec,LemonNation,Hauntzer,Svenskeren,Bjergsen,WildTurtle,Biofrost
2017,Spring,Playoffs,FLY,0,1,P1,32,Balls,Moon,Hai,Altec,LemonNation,zig,Inori,Ryu,Arrow,Shady
2017,Spring,Playoffs,FLY,1,0,P1,34,Balls,Moon,Hai,Altec,LemonNation,zig,Inori,Ryu,Arrow,Shady
2017,Spring,Playoffs,FLY,1,0,P1,36,Balls,Moon,Hai,Altec,LemonNation,zig,Inori,Ryu,Arrow,Shady
2017,Spring,Playoffs,FLY,0,1,P1,33,Balls,Moon,Hai,Altec,LemonNation,zig,Inori,Ryu,Arrow,Shady
2017,Spring,Playoffs,P1,1,0,FLY,45,zig,Inori,Ryu,Arrow,Shady,Balls,Moon,Hai,Altec,LemonNation
2017,Spring,Playoffs,C9,0,1,TSM,29,Ray,Contractz,Jensen,Sneaky,Smoothie,Hauntzer,Svenskeren,Bjergsen,WildTurtle,Biofrost
2017,Spring,Playoffs,TSM,1,0,C9,23,Hauntzer,Svenskeren,Bjergsen,WildTurtle,Biofrost,Impact,Contractz,Jensen,Sneaky,Smoothie
2017,Spring,Playoffs,C9,1,0,TSM,48,Ray,Contractz,Jensen,Sneaky,Smoothie,Hauntzer,Svenskeren,Bjergsen,WildTurtle,Biofrost
2017,Spring,Playoffs,TSM,0,1,C9,32,Hauntzer,Svenskeren,Bjergsen,WildTurtle,Biofrost,Impact,Contractz,Jensen,Sneaky,Smoothie
2017,Spring,Playoffs,C9,0,1,TSM,43,Ray,Contractz,Jensen,Sneaky,Smoothie,Hauntzer,Svenskeren,Bjergsen,WildTurtle,Biofrost
2017,Summer,Season,C9,1,0,CLG,38,Ray,Contractz,Jensen,Sneaky,Smoothie,Darshan,Dardoch,Huhi,Stixxay,aphromoo
2017,Summer,Season,CLG,1,0,C9,42,Darshan,Dardoch,Huhi,Stixxay,aphromoo,Ray,Contractz,Jensen,Sneaky,Smoothie
2017,Summer,Season,C9,0,1,CLG,54,Ray,Contractz,Jensen,Sneaky,Smoothie,Darshan,Dardoch,Huhi,Stixxay,aphromoo
2017,Summer,Season,IMT,0,1,P1,45,Flame,Xmithie,Pobelter,Cody Sun,Olleh,zig,Inori,Ryu,Arrow,Shady
2017,Summer,Season,P1,0,1,IMT,42,zig,Inori,Ryu,Arrow,Shady,Flame,Xmithie,Pobelter,Cody Sun,Olleh
2017,Summer,Season,IMT,1,0,P1,31,Flame,Xmithie,Pobelter,Cody Sun,Olleh,zig,Inori,Ryu,Arrow,Shady
2017,Summer,Season,CLG,1,0,TL,27,Darshan,Dardoch,Huhi,Stixxay,aphromoo,Lourlo,Reignover,Goldenglue,Piglet,Matt
2017,Summer,Season,TL,0,1,CLG,42,Lourlo,Reignover,Goldenglue,Piglet,Matt,Darshan,Dardoch,Huhi,Stixxay,aphromoo
2017,Summer,Season,FOX,1,0,FLY,33,Looper,Akaadian,Froggen,Keith,Gate,Balls,Moon,Hai,WildTurtle,LemonNation
2017,Summer,Season,FLY,0,1,FOX,44,Balls,Moon,Hai,WildTurtle,LemonNation,Looper,Akaadian,Froggen,Keith,Gate
2017,Summer,Season,TSM,1,0,C9,43,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost,Ray,Contractz,Jensen,Sneaky,Smoothie
2017,Summer,Season,C9,0,1,TSM,38,Ray,Contractz,Jensen,Sneaky,Smoothie,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost
2017,Summer,Season,DIG,1,0,NV,35,Ssumday,Chaser,Keane,LOD,Big,Seraph,LirA,Pirean,Apollo,Hakuho
2017,Summer,Season,NV,1,0,DIG,41,Seraph,LirA,Pirean,Apollo,Hakuho,Ssumday,Chaser,Keane,LOD,Big
2017,Summer,Season,DIG,1,0,NV,53,Ssumday,Chaser,Keane,LOD,Big,Seraph,LirA,Pirean,Apollo,Hakuho
2017,Summer,Season,IMT,1,0,TSM,38,Flame,Xmithie,Pobelter,Cody Sun,Olleh,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost
2017,Summer,Season,TSM,0,1,IMT,33,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost,Flame,Xmithie,Pobelter,Cody Sun,Olleh
2017,Summer,Season,NV,1,0,P1,43,Seraph,LirA,Pirean,Apollo,Hakuho,zig,Inori,Ryu,Arrow,Shady
2017,Summer,Season,P1,1,0,NV,40,zig,Inori,Ryu,Arrow,Shady,Seraph,LirA,Pirean,Apollo,Hakuho
2017,Summer,Season,NV,1,0,P1,37,Seraph,LirA,Pirean,Apollo,Hakuho,zig,Inori,Ryu,Arrow,Shady
2017,Summer,Season,FLY,0,1,DIG,36,Balls,Moon,Hai,WildTurtle,LemonNation,Ssumday,Chaser,Keane,LOD,Big
2017,Summer,Season,DIG,1,0,FLY,35,Ssumday,Chaser,Keane,LOD,Big,Balls,Moon,Hai,WildTurtle,LemonNation
2017,Summer,Season,TL,0,1,FOX,43,Lourlo,Reignover,Slooshi,Piglet,Matt,Looper,Akaadian,Froggen,Keith,Gate
2017,Summer,Season,FOX,1,0,TL,28,Looper,Akaadian,Froggen,Keith,Gate,Lourlo,Reignover,Slooshi,Piglet,Matt
2017,Summer,Season,P1,0,1,C9,30,zig,Inori,Ryu,Arrow,Shady,Ray,Contractz,Jensen,Sneaky,Smoothie
2017,Summer,Season,C9,1,0,P1,36,Ray,Contractz,Jensen,Sneaky,Smoothie,zig,Meteos,Ryu,Arrow,Shady
2017,Summer,Season,IMT,0,1,NV,34,Flame,Xmithie,Pobelter,Cody Sun,Olleh,Seraph,LirA,Pirean,Apollo,Hakuho
2017,Summer,Season,NV,1,0,IMT,34,Seraph,LirA,Pirean,Apollo,Hakuho,Flame,Xmithie,Pobelter,Cody Sun,Olleh
2017,Summer,Season,DIG,1,0,TSM,37,Ssumday,Shrimp,Keane,LOD,Big,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost
2017,Summer,Season,TSM,1,0,DIG,46,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost,Ssumday,Shrimp,Keane,LOD,Big
2017,Summer,Season,DIG,1,0,TSM,37,Ssumday,Shrimp,Keane,LOD,Big,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost
2017,Summer,Season,FOX,0,1,CLG,38,Looper,Grig,Froggen,Keith,Gate,Darshan,Dardoch,Huhi,Stixxay,aphromoo
2017,Summer,Season,CLG,0,1,FOX,41,Darshan,Dardoch,Huhi,Stixxay,aphromoo,Looper,Grig,Froggen,Keith,Gate
2017,Summer,Season,FOX,0,1,CLG,34,Looper,Grig,Froggen,Keith,Gate,Darshan,Dardoch,Huhi,Stixxay,aphromoo
2017,Summer,Season,IMT,1,0,FLY,47,Flame,Xmithie,Pobelter,Cody Sun,Olleh,Balls,Moon,Hai,WildTurtle,LemonNation
2017,Summer,Season,FLY,1,0,IMT,33,Balls,Moon,Hai,WildTurtle,LemonNation,Flame,Xmithie,Pobelter,Cody Sun,Olleh
2017,Summer,Season,IMT,1,0,FLY,34,Flame,Xmithie,Pobelter,Cody Sun,Olleh,Balls,Moon,Hai,WildTurtle,LemonNation
2017,Summer,Season,NV,1,0,TL,37,Seraph,LirA,Pirean,Apollo,Hakuho,Lourlo,Reignover,Goldenglue,Piglet,Matt
2017,Summer,Season,TL,1,0,NV,41,Lourlo,Reignover,Goldenglue,Piglet,Matt,Seraph,LirA,Pirean,Apollo,Hakuho
2017,Summer,Season,NV,1,0,TL,43,Seraph,LirA,Pirean,Apollo,Hakuho,Lourlo,Reignover,Goldenglue,Piglet,Matt
2017,Summer,Season,FOX,0,1,C9,62,Looper,Grig,Froggen,Keith,Gate,Impact,Contractz,Jensen,Sneaky,Smoothie
2017,Summer,Season,C9,1,0,FOX,24,Impact,Contractz,Jensen,Sneaky,Smoothie,Looper,Grig,Froggen,Keith,Gate
2017,Summer,Season,DIG,1,0,TL,34,Ssumday,Shrimp,Keane,LOD,Big,Lourlo,Reignover,Goldenglue,Piglet,Matt
2017,Summer,Season,TL,1,0,DIG,47,Lourlo,Reignover,Goldenglue,Piglet,Matt,Ssumday,Shrimp,Keane,LOD,Big
2017,Summer,Season,DIG,0,1,TL,41,Ssumday,Chaser,Keane,LOD,Big,Lourlo,Reignover,Goldenglue,Piglet,Matt
2017,Summer,Season,CLG,1,0,TSM,39,Darshan,Dardoch,Huhi,Stixxay,aphromoo,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost
2017,Summer,Season,TSM,1,0,CLG,30,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost,Darshan,Dardoch,Huhi,Stixxay,aphromoo
2017,Summer,Season,CLG,0,1,TSM,41,Darshan,Dardoch,Huhi,Stixxay,aphromoo,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost
2017,Summer,Season,P1,0,1,FLY,34,zig,Meteos,Ryu,Arrow,Shady,Balls,Moon,Hai,WildTurtle,LemonNation
2017,Summer,Season,FLY,1,0,P1,26,Balls,Moon,Hai,WildTurtle,LemonNation,zig,Meteos,Ryu,Arrow,Shady
2017,Summer,Season,IMT,1,0,TL,27,Flame,Xmithie,Pobelter,Cody Sun,Olleh,Lourlo,Reignover,Goldenglue,Piglet,Matt
2017,Summer,Season,TL,0,1,IMT,33,Lourlo,Reignover,Goldenglue,Piglet,Matt,Flame,Xmithie,Pobelter,Cody Sun,Olleh
2017,Summer,Season,NV,0,1,FOX,47,Seraph,LirA,Pirean,Apollo,Hakuho,Looper,Akaadian,Froggen,Keith,Gate
2017,Summer,Season,FOX,1,0,NV,43,Looper,Akaadian,Froggen,Keith,Gate,Seraph,LirA,Pirean,Apollo,Hakuho
2017,Summer,Season,TL,0,1,TSM,42,Lourlo,Reignover,Goldenglue,Piglet,Matt,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost
2017,Summer,Season,TSM,1,0,TL,32,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost,Lourlo,Reignover,Goldenglue,Piglet,Matt
2017,Summer,Season,IMT,0,1,C9,32,Flame,Xmithie,Pobelter,Cody Sun,Olleh,Impact,Contractz,Jensen,Sneaky,Smoothie
2017,Summer,Season,C9,0,1,IMT,39,Impact,Contractz,Jensen,Sneaky,Smoothie,Flame,Xmithie,Pobelter,Cody Sun,Olleh
2017,Summer,Season,IMT,1,0,C9,50,Flame,Xmithie,Pobelter,Cody Sun,Olleh,Impact,Contractz,Jensen,Sneaky,Smoothie
2017,Summer,Season,FLY,0,1,CLG,36,Balls,Moon,Hai,WildTurtle,LemonNation,Darshan,Dardoch,Huhi,Stixxay,aphromoo
2017,Summer,Season,CLG,0,1,FLY,47,Darshan,Dardoch,Huhi,Stixxay,aphromoo,Balls,Moon,Hai,WildTurtle,LemonNation
2017,Summer,Season,FLY,0,1,CLG,42,Balls,Moon,Hai,WildTurtle,LemonNation,Darshan,Dardoch,Huhi,Stixxay,aphromoo
2017,Summer,Season,P1,0,1,DIG,38,zig,MikeYeung,Ryu,Arrow,Shady,Ssumday,Shrimp,Keane,LOD,Big
2017,Summer,Season,DIG,0,1,P1,26,Ssumday,Shrimp,Keane,LOD,Big,zig,MikeYeung,Ryu,Arrow,Shady
2017,Summer,Season,P1,0,1,DIG,44,zig,MikeYeung,Ryu,Arrow,Shady,Ssumday,Shrimp,Keane,LOD,Big
2017,Summer,Season,NV,0,1,TSM,28,Seraph,LirA,Pirean,Apollo,Hakuho,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost
2017,Summer,Season,TSM,1,0,NV,41,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost,Seraph,LirA,Pirean,Apollo,Hakuho
2017,Summer,Season,P1,0,1,CLG,36,zig,MikeYeung,Ryu,Arrow,Xpecial,Darshan,Dardoch,Huhi,Stixxay,aphromoo
2017,Summer,Season,CLG,0,1,P1,39,Darshan,Dardoch,Huhi,Stixxay,aphromoo,zig,MikeYeung,Ryu,Arrow,Xpecial
2017,Summer,Season,P1,0,1,CLG,44,zig,MikeYeung,Ryu,Arrow,Xpecial,Darshan,Dardoch,Huhi,Stixxay,aphromoo
2017,Summer,Season,FLY,0,1,C9,30,Balls,Moon,Hai,WildTurtle,LemonNation,Impact,Contractz,Jensen,Sneaky,Smoothie
2017,Summer,Season,C9,1,0,FLY,34,Impact,Contractz,Jensen,Sneaky,Smoothie,Balls,Moon,Hai,WildTurtle,LemonNation
2017,Summer,Season,DIG,1,0,FOX,51,Ssumday,Shrimp,Keane,LOD,Big,Looper,Akaadian,Froggen,Keith,Gate
2017,Summer,Season,FOX,1,0,DIG,40,Looper,Akaadian,Froggen,Keith,Gate,Ssumday,Shrimp,Keane,LOD,Big
2017,Summer,Season,DIG,1,0,FOX,29,Ssumday,Shrimp,Keane,LOD,Big,Looper,Akaadian,Froggen,Keith,Gate
2017,Summer,Season,IMT,1,0,CLG,34,Flame,Xmithie,Pobelter,Cody Sun,Olleh,Darshan,Dardoch,Huhi,Stixxay,aphromoo
2017,Summer,Season,CLG,0,1,IMT,29,Darshan,Dardoch,Huhi,Stixxay,aphromoo,Flame,Xmithie,Pobelter,Cody Sun,Olleh
2017,Summer,Season,FOX,0,1,P1,47,Looper,Akaadian,Froggen,Keith,Gate,zig,MikeYeung,Ryu,Arrow,Xpecial
2017,Summer,Season,P1,1,0,FOX,37,zig,MikeYeung,Ryu,Arrow,Xpecial,Looper,Akaadian,Froggen,Keith,Gate
2017,Summer,Season,TSM,1,0,FLY,30,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost,Balls,Moon,Hai,WildTurtle,LemonNation
2017,Summer,Season,FLY,0,1,TSM,30,Balls,Moon,Hai,WildTurtle,LemonNation,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost
2017,Summer,Season,CLG,1,0,NV,35,Darshan,Dardoch,Huhi,Stixxay,aphromoo,Seraph,LirA,Nisqy,Apollo,Hakuho
2017,Summer,Season,NV,1,0,CLG,32,Seraph,LirA,Nisqy,Apollo,Hakuho,Darshan,Dardoch,Huhi,Stixxay,aphromoo
2017,Summer,Season,CLG,1,0,NV,35,Darshan,Dardoch,Huhi,Stixxay,aphromoo,Seraph,LirA,Nisqy,Apollo,Hakuho
2017,Summer,Season,C9,1,0,TL,34,Impact,Contractz,Jensen,Sneaky,Smoothie,Lourlo,Reignover,Slooshi,Piglet,konkwon
2017,Summer,Season,TL,0,1,C9,38,Lourlo,Inori,Slooshi,Piglet,konkwon,Impact,Contractz,Jensen,Sneaky,Smoothie
2017,Summer,Season,IMT,0,1,DIG,34,Flame,Xmithie,Pobelter,Cody Sun,Olleh,Ssumday,Shrimp,Keane,LOD,Big
2017,Summer,Season,DIG,0,1,IMT,28,Ssumday,Shrimp,Keane,LOD,Big,Flame,Xmithie,Pobelter,Cody Sun,Olleh
2017,Summer,Season,IMT,1,0,DIG,24,Flame,Xmithie,Pobelter,Cody Sun,Olleh,Ssumday,Shrimp,Keane,LOD,Big
2017,Summer,Season,TSM,1,0,FOX,32,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost,Looper,Akaadian,Froggen,Keith,Gate
2017,Summer,Season,FOX,0,1,TSM,36,Looper,Akaadian,Froggen,Keith,Gate,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost
2017,Summer,Season,TL,1,0,P1,34,Lourlo,Reignover,Slooshi,Piglet,konkwon,zig,MikeYeung,Ryu,Arrow,Xpecial
2017,Summer,Season,P1,1,0,TL,51,zig,MikeYeung,Ryu,Arrow,Xpecial,Lourlo,Reignover,Slooshi,Piglet,konkwon
2017,Summer,Season,TL,1,0,P1,29,Lourlo,Reignover,Slooshi,Piglet,konkwon,zig,MikeYeung,Ryu,Arrow,Xpecial
2017,Summer,Season,C9,0,1,DIG,38,Impact,Contractz,Jensen,Sneaky,Smoothie,Ssumday,Shrimp,Keane,Altec,Big
2017,Summer,Season,DIG,0,1,C9,31,Ssumday,Shrimp,Keane,Altec,Big,Impact,Contractz,Jensen,Sneaky,Smoothie
2017,Summer,Season,C9,1,0,DIG,29,Impact,Contractz,Jensen,Sneaky,Smoothie,Ssumday,Shrimp,Keane,Altec,Big
2017,Summer,Season,FLY,1,0,NV,51,Balls,Moon,Hai,WildTurtle,LemonNation,Seraph,LirA,Nisqy,Apollo,Hakuho
2017,Summer,Season,NV,1,0,FLY,32,Seraph,LirA,Nisqy,Apollo,Hakuho,Balls,Moon,Hai,WildTurtle,LemonNation
2017,Summer,Season,FLY,0,1,NV,28,Balls,Moon,Hai,WildTurtle,LemonNation,Seraph,LirA,Nisqy,Apollo,Hakuho
2017,Summer,Season,C9,0,1,TSM,33,Impact,Contractz,Jensen,Sneaky,Smoothie,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost
2017,Summer,Season,TSM,0,1,C9,34,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost,Ray,Contractz,Jensen,Sneaky,Smoothie
2017,Summer,Season,C9,1,0,TSM,30,Ray,Contractz,Jensen,Sneaky,Smoothie,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost
2017,Summer,Season,P1,1,0,NV,37,zig,MikeYeung,Ryu,Arrow,Xpecial,Seraph,LirA,Pirean,Apollo,Hakuho
2017,Summer,Season,NV,1,0,P1,50,Seraph,LirA,Pirean,Apollo,Hakuho,zig,MikeYeung,Ryu,Arrow,Xpecial
2017,Summer,Season,P1,1,0,NV,58,zig,MikeYeung,Ryu,Arrow,Xpecial,Seraph,LirA,Pirean,Apollo,Hakuho
2017,Summer,Season,TSM,1,0,IMT,42,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost,Flame,Xmithie,Pobelter,Cody Sun,Olleh
2017,Summer,Season,IMT,0,1,TSM,35,Flame,Xmithie,Pobelter,Cody Sun,Olleh,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost
2017,Summer,Season,CLG,1,0,C9,36,Darshan,Dardoch,Huhi,Stixxay,aphromoo,Impact,Contractz,Jensen,Sneaky,Smoothie
